date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:22	14235/14235	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Aug%202016%2017:40:00%20GMT	https://landing.engotheme.com/html/lotus/demo/images/home/eventdeal/img-2.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/home/eventdeal/img-2.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:23	22585/22585	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Aug%202016%2017:41:00%20GMT	https://landing.engotheme.com/html/lotus/demo/images/home/eventdeal/img-3.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/home/eventdeal/img-3.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:23	17148/17148	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Aug%202016%2017:42:06%20GMT	https://landing.engotheme.com/html/lotus/demo/images/home/lotusnews/img-1.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/home/lotusnews/img-1.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:24	20079/20079	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Aug%202016%2017:42:28%20GMT	https://landing.engotheme.com/html/lotus/demo/images/home/lotusnews/img-2.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/home/lotusnews/img-2.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:25	11400/11400	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Aug%202016%2017:42:58%20GMT	https://landing.engotheme.com/html/lotus/demo/images/home/lotusnews/img-3.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/home/lotusnews/img-3.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:27	18723/18723	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:11:52%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-1.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-1.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:27	12440/12440	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:12:14%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-2.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-2.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:28	23862/23862	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:12:40%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-3.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-3.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:29	130722/130722	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Apr%202016%2013:24:32%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/popup/img-1.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/popup/img-1.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:29	20720/20720	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:13:10%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-4.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-4.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:29	22009/22009	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:13:30%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-5.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-5.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:30	18036/18036	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:14:00%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-6.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-6.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:30	18239/18239	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:14:26%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-7.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-7.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:31	26583/26583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:14:50%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-8.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-8.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:32	16467/16467	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:16:52%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-9.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-9.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:32	10065/10065	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:17:16%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-10.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-10.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:33	19572/19572	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:17:36%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-11.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-11.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:34	19580/19580	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Aug%202016%2015:17:56%20GMT	https://landing.engotheme.com/html/lotus/demo/images/gallery/img-12.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/gallery/img-12.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:34	4029/4029	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Aug%202016%2017:55:52%20GMT	https://landing.engotheme.com/html/lotus/demo/images/logo-footer.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/logo-footer.png	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:35	30150/30150	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202016%2013:24:26%20GMT	https://landing.engotheme.com/html/lotus/demo/images/tripadvisor.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/tripadvisor.png	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:35	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654bb442-4d7%22	https://landing.engotheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:36	96383/96383	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery-1.11.0.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery-1.11.0.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:38	35951/35951	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/bootstrap.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/bootstrap.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:38	240427/240427	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery-ui.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery-ui.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:39	58680/58680	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/bootstrap-select.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/bootstrap-select.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:39	39989/39989	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/isotope.pkgd.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/isotope.pkgd.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:41	113138/113138	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.themepunch.revolution.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.themepunch.revolution.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:41	824274/824274	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202016%2021:49:18%20GMT	https://landing.engotheme.com/html/lotus/demo/images/slider/img-4.jpg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/images/slider/img-4.jpg	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:42	98511/98511	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.themepunch.tools.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.themepunch.tools.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:43	52795/52795	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/owl.carousel.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/owl.carousel.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:43	4377/4377	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.appear.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.appear.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:44	1330/1330	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.countTo.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.countTo.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:44	4687/4687	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.countdown.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.countdown.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:45	1770/1770	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.parallax-1.1.3.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.parallax-1.1.3.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:45	21143/21143	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.magnific-popup.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.magnific-popup.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:46	14319/14319	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/SmoothScroll.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/SmoothScroll.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:46	12329/12329	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.form.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.form.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:47	21601/21601	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202016%2013:25:00%20GMT	https://landing.engotheme.com/html/lotus/demo/js/lib/jquery.validate.min.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/lib/jquery.validate.min.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:48	42607/42607	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Jun%202017%2018:59:24%20GMT	https://landing.engotheme.com/html/lotus/demo/js/scripts.js	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/js/scripts.js	(from https://landing.engotheme.com/html/lotus/demo/index.html)
16:48:50	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Apr%202016%2013:25:02%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfont.eot?v=4.3.0	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfonte0a5.eot	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-awesome.min.css)
16:48:50	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Apr%202016%2013:25:02%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfont.eot?	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfontd41d.eot	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-awesome.min.css)
16:48:52	71508/71508	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Apr%202016%2013:25:02%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfont.woff?v=4.3.0	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfonte0a5.woff	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-awesome.min.css)
16:48:52	56780/56780	---M--	200	added ('OK')	font/woff2	date:Tue,%2005%20Apr%202016%2013:25:02%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfont.woff2?v=4.3.0	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfonte0a5.woff2	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-awesome.min.css)
16:48:55	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Apr%202016%2013:25:02%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfont.svg?v=4.3.0	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfonte0a5.svg	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-awesome.min.css)
16:48:55	122092/122092	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2005%20Apr%202016%2013:25:02%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfont.ttf?v=4.3.0	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/fontAwesome/fontawesome-webfonte0a5.ttf	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-awesome.min.css)
16:48:55	16984/16984	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Apr%202016%2013:25:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoon.eot?-kpo47j	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoonaabe.eot	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-lotusicon.css)
16:48:56	16984/16984	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2005%20Apr%202016%2013:25:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoon.eot?	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoond41d.eot	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-lotusicon.css)
16:48:57	16896/16896	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Apr%202016%2013:25:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoon.woff?-kpo47j	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoonaabe.woff	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-lotusicon.css)
16:48:57	16820/16820	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2005%20Apr%202016%2013:25:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoon.ttf?-kpo47j	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoonaabe.ttf	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-lotusicon.css)
16:48:59	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.eot	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.eot	(from https://landing.engotheme.com/html/lotus/demo/css/lib/bootstrap.min.css)
16:48:59	69463/69463	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Apr%202016%2013:25:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoon.svg?-kpo47j	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/lotus/icomoonaabe.svg	(from https://landing.engotheme.com/html/lotus/demo/css/lib/font-lotusicon.css)
16:48:59	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.eot?	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regulard41d.eot	(from https://landing.engotheme.com/html/lotus/demo/css/lib/bootstrap.min.css)
16:49:00	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.woff	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.woff	(from https://landing.engotheme.com/html/lotus/demo/css/lib/bootstrap.min.css)
16:49:01	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.ttf	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.ttf	(from https://landing.engotheme.com/html/lotus/demo/css/lib/bootstrap.min.css)
16:49:01	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.svg	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/fonts/glyphicons/glyphicons-halflings-regular.svg	(from https://landing.engotheme.com/html/lotus/demo/css/lib/bootstrap.min.css)
16:49:02	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/grabbing.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/grabbing.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/owl.carousel.css)
16:49:02	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:03	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_gloss-wave_35_f6a828_500x100.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:04	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_glass_100_f6f6f6_1x400.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_glass_100_f6f6f6_1x400.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:04	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_glass_100_fdf5ce_1x400.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_glass_100_fdf5ce_1x400.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:05	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_glass_65_ffffff_1x400.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_glass_65_ffffff_1x400.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:06	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:06	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_diagonals-thick_18_b81900_40x40.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:07	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_222222_256x240.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_222222_256x240.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:08	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_ffffff_256x240.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_ffffff_256x240.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:08	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_ef8c08_256x240.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_ef8c08_256x240.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:09	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_228ef1_256x240.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_228ef1_256x240.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
16:49:10	11817/11817	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:04%20GMT	https://landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_ffd27a_256x240.png	C:/Users/ADMIN/Desktop/Giaodien/test/landing.engotheme.com/html/lotus/demo/css/lib/images/ui-icons_ffd27a_256x240.png	(from https://landing.engotheme.com/html/lotus/demo/css/lib/jquery-ui.min.css)
